spot1,spot2,date,amount
DC8,DC10,2022/9/28,27596
DC10,DC4,2022/9/28,52555
DC10,DC5,2022/9/28,3
DC10,DC8,2022/9/28,737
DC4,DC8,2022/9/29,43
DC4,DC10,2022/9/29,127
DC7,DC8,2022/9/29,1313
DC7,DC10,2022/9/29,871
DC8,DC3,2022/9/29,14
DC8,DC4,2022/9/29,886
DC8,DC10,2022/9/29,18424
DC10,DC3,2022/9/29,3
DC10,DC4,2022/9/29,44409
DC10,DC5,2022/9/29,2
DC10,DC8,2022/9/29,1686
DC4,DC8,2022/9/30,49
DC4,DC10,2022/9/30,42
DC7,DC4,2022/9/30,4
DC7,DC8,2022/9/30,685
DC7,DC10,2022/9/30,1021
DC8,DC3,2022/9/30,3
DC8,DC4,2022/9/30,1002
DC8,DC5,2022/9/30,5
DC8,DC10,2022/9/30,62915
DC10,DC3,2022/9/30,7
DC10,DC4,2022/9/30,90717
DC10,DC5,2022/9/30,4
DC10,DC8,2022/9/30,918
DC4,DC8,2022/10/1,6
DC4,DC10,2022/10/1,98
DC7,DC4,2022/10/1,2
DC7,DC8,2022/10/1,907
DC7,DC10,2022/10/1,537
DC8,DC3,2022/10/1,3
DC8,DC4,2022/10/1,217
DC8,DC5,2022/10/1,3
DC8,DC10,2022/10/1,15430
DC10,DC4,2022/10/1,51698
DC10,DC5,2022/10/1,3
DC10,DC8,2022/10/1,324
DC4,DC8,2022/10/2,5
DC4,DC10,2022/10/2,35
DC7,DC3,2022/10/2,2
DC7,DC8,2022/10/2,863
DC7,DC10,2022/10/2,257
DC8,DC4,2022/10/2,71
DC8,DC5,2022/10/2,7
DC8,DC10,2022/10/2,15770
DC10,DC3,2022/10/2,101
DC10,DC4,2022/10/2,32074
DC10,DC8,2022/10/2,455
DC4,DC10,2022/10/3,33
DC7,DC4,2022/10/3,1
DC7,DC8,2022/10/3,445
DC7,DC10,2022/10/3,476
DC8,DC4,2022/10/3,222
DC8,DC10,2022/10/3,11376
DC10,DC4,2022/10/3,43844
DC10,DC8,2022/10/3,220
DC4,DC8,2022/10/4,8
DC4,DC10,2022/10/4,58
DC7,DC3,2022/10/4,2
DC7,DC8,2022/10/4,2001
DC7,DC10,2022/10/4,777
DC8,DC4,2022/10/4,161
DC8,DC10,2022/10/4,11271
DC10,DC4,2022/10/4,17606
DC10,DC8,2022/10/4,397
DC4,DC8,2022/10/5,1
DC4,DC10,2022/10/5,33
DC7,DC8,2022/10/5,1708
DC7,DC10,2022/10/5,914
DC8,DC3,2022/10/5,5
DC8,DC4,2022/10/5,183
DC8,DC10,2022/10/5,12935
DC10,DC4,2022/10/5,49170
DC10,DC8,2022/10/5,383
DC4,DC10,2022/10/6,33
DC7,DC4,2022/10/6,2
DC7,DC8,2022/10/6,1244
DC7,DC10,2022/10/6,637
DC8,DC3,2022/10/6,4
DC8,DC4,2022/10/6,296
DC8,DC10,2022/10/6,15342
DC10,DC4,2022/10/6,18388
DC10,DC5,2022/10/6,2
DC10,DC8,2022/10/6,147
DC4,DC8,2022/10/7,124
DC4,DC10,2022/10/7,1061
DC7,DC4,2022/10/7,5
DC7,DC5,2022/10/7,2
DC7,DC8,2022/10/7,1287
DC7,DC10,2022/10/7,833
DC8,DC4,2022/10/7,455
DC8,DC5,2022/10/7,2
DC8,DC10,2022/10/7,25488
DC10,DC4,2022/10/7,38718
DC10,DC5,2022/10/7,2
DC10,DC8,2022/10/7,484
DC1,DC8,2022/10/8,3
DC4,DC8,2022/10/8,81
DC4,DC10,2022/10/8,18
DC7,DC8,2022/10/8,1112
DC7,DC10,2022/10/8,1549
DC8,DC3,2022/10/8,3
DC8,DC4,2022/10/8,834
DC8,DC10,2022/10/8,12005
DC10,DC3,2022/10/8,3
DC10,DC4,2022/10/8,93150
DC10,DC5,2022/10/8,3
DC10,DC8,2022/10/8,1632
DC4,DC8,2022/10/9,142
DC4,DC10,2022/10/9,1092
DC7,DC8,2022/10/9,879
DC7,DC10,2022/10/9,874
DC8,DC3,2022/10/9,3
DC8,DC4,2022/10/9,475
DC8,DC5,2022/10/9,1
DC8,DC10,2022/10/9,16622
DC10,DC3,2022/10/9,2
DC10,DC4,2022/10/9,34150
DC10,DC5,2022/10/9,4
DC10,DC8,2022/10/9,2023
DC4,DC8,2022/10/10,96
DC4,DC10,2022/10/10,46
DC7,DC4,2022/10/10,3
DC7,DC8,2022/10/10,657
DC7,DC10,2022/10/10,518
DC8,DC4,2022/10/10,739
DC8,DC10,2022/10/10,27234
DC10,DC3,2022/10/10,3
DC10,DC4,2022/10/10,53156
DC10,DC5,2022/10/10,3
DC10,DC8,2022/10/10,750
DC4,DC8,2022/10/11,93
DC4,DC10,2022/10/11,29
DC7,DC4,2022/10/11,3
DC7,DC8,2022/10/11,1741
DC7,DC10,2022/10/11,542
DC8,DC3,2022/10/11,4
DC8,DC4,2022/10/11,319
DC8,DC5,2022/10/11,2
DC8,DC10,2022/10/11,17778
DC10,DC4,2022/10/11,64204
DC10,DC8,2022/10/11,700
DC4,DC8,2022/10/12,140
DC4,DC10,2022/10/12,35
DC7,DC8,2022/10/12,1332
DC7,DC10,2022/10/12,1083
DC8,DC3,2022/10/12,2
DC8,DC4,2022/10/12,699
DC8,DC10,2022/10/12,30219
DC10,DC4,2022/10/12,35219
DC10,DC8,2022/10/12,1002
DC4,DC8,2022/10/13,55
DC4,DC10,2022/10/13,10
DC7,DC8,2022/10/13,954
DC7,DC10,2022/10/13,783
DC8,DC4,2022/10/13,919
DC8,DC10,2022/10/13,20360
DC10,DC4,2022/10/13,39064
DC10,DC8,2022/10/13,1086
DC4,DC5,2022/10/14,2
DC4,DC8,2022/10/14,167
DC4,DC10,2022/10/14,3101
DC7,DC8,2022/10/14,995
DC7,DC10,2022/10/14,557
DC8,DC3,2022/10/14,7
DC8,DC4,2022/10/14,492
DC8,DC5,2022/10/14,5
DC8,DC10,2022/10/14,29878
DC10,DC3,2022/10/14,2
DC10,DC4,2022/10/14,122962
DC10,DC5,2022/10/14,6
DC10,DC8,2022/10/14,653
DC4,DC8,2022/10/15,24
DC4,DC10,2022/10/15,884
DC7,DC4,2022/10/15,3
DC7,DC8,2022/10/15,1395
DC7,DC10,2022/10/15,1009
DC8,DC4,2022/10/15,451
DC8,DC10,2022/10/15,28765
DC10,DC3,2022/10/15,4
DC10,DC4,2022/10/15,51178
DC10,DC5,2022/10/15,2
DC10,DC8,2022/10/15,524
DC4,DC8,2022/10/16,34
DC4,DC10,2022/10/16,1921
DC7,DC5,2022/10/16,4
DC7,DC8,2022/10/16,984
DC7,DC10,2022/10/16,743
DC8,DC4,2022/10/16,320
DC8,DC10,2022/10/16,11953
DC10,DC4,2022/10/16,17720
DC10,DC5,2022/10/16,2
DC10,DC8,2022/10/16,270
DC4,DC8,2022/10/17,124
DC4,DC10,2022/10/17,64
DC7,DC4,2022/10/17,3
DC7,DC8,2022/10/17,1343
DC7,DC10,2022/10/17,576
DC8,DC4,2022/10/17,442
DC8,DC5,2022/10/17,3
DC8,DC10,2022/10/17,17016
DC10,DC4,2022/10/17,65320
DC10,DC8,2022/10/17,826
DC4,DC8,2022/10/18,255
DC4,DC10,2022/10/18,37
DC7,DC4,2022/10/18,2
DC7,DC8,2022/10/18,980
DC7,DC10,2022/10/18,1007
DC8,DC4,2022/10/18,289
DC8,DC10,2022/10/18,29463
DC10,DC4,2022/10/18,38384
DC10,DC5,2022/10/18,1
DC10,DC8,2022/10/18,512
DC4,DC8,2022/10/19,155
DC4,DC10,2022/10/19,63
DC7,DC8,2022/10/19,1687
DC7,DC10,2022/10/19,926
DC8,DC4,2022/10/19,933
DC8,DC10,2022/10/19,12812
DC10,DC3,2022/10/19,3
DC10,DC4,2022/10/19,58646
DC10,DC5,2022/10/19,3
DC10,DC8,2022/10/19,599
DC4,DC8,2022/10/20,107
DC4,DC10,2022/10/20,45
DC7,DC8,2022/10/20,1069
DC7,DC10,2022/10/20,620
DC8,DC3,2022/10/20,2
DC8,DC4,2022/10/20,292
DC8,DC5,2022/10/20,2
DC8,DC10,2022/10/20,32606
DC10,DC3,2022/10/20,3
DC10,DC4,2022/10/20,38082
DC10,DC5,2022/10/20,5
DC10,DC8,2022/10/20,740
DC4,DC8,2022/10/21,145
DC4,DC10,2022/10/21,2098
DC7,DC4,2022/10/21,12
DC7,DC8,2022/10/21,1916
DC7,DC10,2022/10/21,961
DC8,DC3,2022/10/21,5
DC8,DC4,2022/10/21,491
DC8,DC10,2022/10/21,17436
DC10,DC4,2022/10/21,62932
DC10,DC5,2022/10/21,3
DC10,DC8,2022/10/21,730
DC4,DC8,2022/10/22,3
DC4,DC10,2022/10/22,10
DC7,DC8,2022/10/22,761
DC7,DC10,2022/10/22,573
DC8,DC4,2022/10/22,337
DC8,DC10,2022/10/22,9423
DC10,DC4,2022/10/22,58919
DC10,DC5,2022/10/22,1
DC10,DC8,2022/10/22,272
DC4,DC8,2022/10/23,87
DC4,DC10,2022/10/23,2335
DC7,DC8,2022/10/23,763
DC7,DC10,2022/10/23,539
DC8,DC3,2022/10/23,1
DC8,DC4,2022/10/23,239
DC8,DC10,2022/10/23,10666
DC10,DC4,2022/10/23,20079
DC10,DC5,2022/10/23,1
DC10,DC8,2022/10/23,274
DC4,DC8,2022/10/24,40
DC4,DC10,2022/10/24,20
DC7,DC8,2022/10/24,1858
DC7,DC10,2022/10/24,757
DC8,DC3,2022/10/24,8
DC8,DC4,2022/10/24,291
DC8,DC5,2022/10/24,7
DC8,DC10,2022/10/24,26723
DC10,DC4,2022/10/24,52234
DC10,DC8,2022/10/24,616
DC4,DC8,2022/10/25,74
DC4,DC10,2022/10/25,49
DC7,DC4,2022/10/25,4
DC7,DC8,2022/10/25,1641
DC7,DC10,2022/10/25,899
DC8,DC4,2022/10/25,802
DC8,DC10,2022/10/25,17889
DC10,DC3,2022/10/25,3
DC10,DC4,2022/10/25,37410
DC10,DC5,2022/10/25,11
DC10,DC8,2022/10/25,1469
DC4,DC8,2022/10/26,60
DC4,DC10,2022/10/26,21
DC7,DC4,2022/10/26,3
DC7,DC8,2022/10/26,1697
DC7,DC10,2022/10/26,521
DC8,DC3,2022/10/26,4
DC8,DC4,2022/10/26,339
DC8,DC5,2022/10/26,2
DC8,DC10,2022/10/26,28684
DC10,DC3,2022/10/26,3
DC10,DC4,2022/10/26,83509
DC10,DC5,2022/10/26,8
DC10,DC8,2022/10/26,970
DC4,DC8,2022/10/27,48
DC4,DC10,2022/10/27,25
DC7,DC5,2022/10/27,3
DC7,DC8,2022/10/27,1629
DC7,DC10,2022/10/27,825
DC8,DC4,2022/10/27,674
DC8,DC5,2022/10/27,5
DC8,DC10,2022/10/27,30314
DC10,DC3,2022/10/27,4
DC10,DC4,2022/10/27,62327
DC10,DC5,2022/10/27,8
DC10,DC8,2022/10/27,601
DC4,DC8,2022/10/28,177
DC4,DC10,2022/10/28,2569
DC7,DC4,2022/10/28,34
DC7,DC8,2022/10/28,1719
DC7,DC10,2022/10/28,840
DC8,DC3,2022/10/28,3
DC8,DC4,2022/10/28,394
DC8,DC5,2022/10/28,8
DC8,DC10,2022/10/28,27287
DC10,DC4,2022/10/28,39466
DC10,DC5,2022/10/28,10
DC10,DC8,2022/10/28,971
DC4,DC8,2022/10/29,3
DC4,DC10,2022/10/29,31
DC7,DC5,2022/10/29,6
DC7,DC8,2022/10/29,1606
DC7,DC10,2022/10/29,717
DC8,DC4,2022/10/29,308
DC8,DC5,2022/10/29,44
DC8,DC10,2022/10/29,11493
DC10,DC3,2022/10/29,2
DC10,DC4,2022/10/29,21415
DC10,DC5,2022/10/29,34
DC10,DC8,2022/10/29,541
DC4,DC5,2022/10/30,311
DC4,DC8,2022/10/30,61
DC4,DC10,2022/10/30,645
DC7,DC5,2022/10/30,74
DC7,DC8,2022/10/30,681
DC7,DC10,2022/10/30,620
DC8,DC3,2022/10/30,3
DC8,DC4,2022/10/30,400
DC8,DC5,2022/10/30,2278
DC8,DC10,2022/10/30,12726
DC10,DC4,2022/10/30,59938
DC10,DC5,2022/10/30,6780
DC10,DC8,2022/10/30,366
DC4,DC5,2022/10/31,4
DC4,DC8,2022/10/31,44
DC4,DC10,2022/10/31,21
DC5,DC4,2022/10/31,378
DC5,DC10,2022/10/31,82
DC7,DC4,2022/10/31,6
DC7,DC5,2022/10/31,234
DC7,DC8,2022/10/31,599
DC7,DC10,2022/10/31,935
DC8,DC3,2022/10/31,12
DC8,DC4,2022/10/31,278
DC8,DC5,2022/10/31,12537
DC8,DC10,2022/10/31,12446
DC10,DC3,2022/10/31,4
DC10,DC4,2022/10/31,96696
DC10,DC5,2022/10/31,9762
DC10,DC8,2022/10/31,678
DC4,DC5,2022/11/1,60
DC4,DC8,2022/11/1,195
DC4,DC10,2022/11/1,60
DC5,DC4,2022/11/1,421
DC5,DC8,2022/11/1,5
DC5,DC10,2022/11/1,127
DC7,DC5,2022/11/1,186
DC7,DC8,2022/11/1,1041
DC7,DC10,2022/11/1,1023
DC8,DC3,2022/11/1,8
DC8,DC4,2022/11/1,888
DC8,DC5,2022/11/1,4798
DC8,DC10,2022/11/1,20883
DC10,DC3,2022/11/1,4
DC10,DC4,2022/11/1,46719
DC10,DC5,2022/11/1,4096
DC10,DC8,2022/11/1,986
DC4,DC5,2022/11/2,28
DC4,DC8,2022/11/2,445
DC4,DC10,2022/11/2,47
DC5,DC4,2022/11/2,2809
DC5,DC8,2022/11/2,11
DC5,DC10,2022/11/2,302
DC7,DC3,2022/11/2,2
DC7,DC5,2022/11/2,217
DC7,DC8,2022/11/2,1410
DC7,DC10,2022/11/2,487
DC8,DC3,2022/11/2,5
DC8,DC4,2022/11/2,1843
DC8,DC5,2022/11/2,11052
DC8,DC10,2022/11/2,28850
DC10,DC3,2022/11/2,10
DC10,DC4,2022/11/2,89672
DC10,DC5,2022/11/2,6882
DC10,DC8,2022/11/2,931
DC4,DC5,2022/11/3,47
DC4,DC8,2022/11/3,115
DC4,DC10,2022/11/3,54
DC5,DC4,2022/11/3,573
DC5,DC8,2022/11/3,2
DC5,DC10,2022/11/3,226
DC7,DC4,2022/11/3,1
DC7,DC5,2022/11/3,248
DC7,DC8,2022/11/3,1208
DC7,DC10,2022/11/3,560
DC8,DC3,2022/11/3,15
DC8,DC4,2022/11/3,799
DC8,DC5,2022/11/3,13101
DC8,DC10,2022/11/3,30421
DC10,DC4,2022/11/3,50085
DC10,DC5,2022/11/3,6624
DC10,DC8,2022/11/3,1619
DC4,DC5,2022/11/4,524
DC4,DC8,2022/11/4,193
DC4,DC10,2022/11/4,1166
DC5,DC4,2022/11/4,988
DC5,DC8,2022/11/4,25
DC5,DC10,2022/11/4,231
DC7,DC3,2022/11/4,1
DC7,DC4,2022/11/4,2
DC7,DC5,2022/11/4,79
DC7,DC8,2022/11/4,1647
DC7,DC10,2022/11/4,562
DC8,DC3,2022/11/4,8
DC8,DC4,2022/11/4,651
DC8,DC5,2022/11/4,5374
DC8,DC10,2022/11/4,19600
DC10,DC3,2022/11/4,15
DC10,DC4,2022/11/4,64256
DC10,DC5,2022/11/4,5308
DC10,DC8,2022/11/4,1191
DC4,DC5,2022/11/5,9
DC4,DC8,2022/11/5,3
DC4,DC10,2022/11/5,20
DC5,DC4,2022/11/5,937
DC5,DC8,2022/11/5,13
DC5,DC10,2022/11/5,174
DC7,DC4,2022/11/5,3
DC7,DC5,2022/11/5,132
DC7,DC8,2022/11/5,1169
DC7,DC10,2022/11/5,858
DC8,DC4,2022/11/5,981
DC8,DC5,2022/11/5,5360
DC8,DC10,2022/11/5,11747
DC10,DC3,2022/11/5,16
DC10,DC4,2022/11/5,34899
DC10,DC5,2022/11/5,11641
DC10,DC8,2022/11/5,799
DC4,DC3,2022/11/6,1
DC4,DC5,2022/11/6,383
DC4,DC8,2022/11/6,107
DC4,DC10,2022/11/6,1548
DC5,DC4,2022/11/6,881
DC5,DC8,2022/11/6,9
DC5,DC10,2022/11/6,238
DC7,DC5,2022/11/6,251
DC7,DC8,2022/11/6,1032
DC7,DC10,2022/11/6,755
DC8,DC3,2022/11/6,2
DC8,DC4,2022/11/6,341
DC8,DC5,2022/11/6,3227
DC8,DC10,2022/11/6,10460
DC10,DC3,2022/11/6,11
DC10,DC4,2022/11/6,56537
DC10,DC5,2022/11/6,5560
DC10,DC8,2022/11/6,821
DC4,DC5,2022/11/7,10
DC4,DC8,2022/11/7,77
DC4,DC10,2022/11/7,28
DC5,DC4,2022/11/7,313
DC5,DC10,2022/11/7,146
DC7,DC5,2022/11/7,239
DC7,DC8,2022/11/7,1690
DC7,DC10,2022/11/7,779
DC8,DC3,2022/11/7,3
DC8,DC4,2022/11/7,544
DC8,DC5,2022/11/7,5642
DC8,DC10,2022/11/7,14156
DC10,DC3,2022/11/7,12
DC10,DC4,2022/11/7,121124
DC10,DC5,2022/11/7,5317
DC10,DC8,2022/11/7,921
DC4,DC5,2022/11/8,15
DC4,DC8,2022/11/8,78
DC4,DC10,2022/11/8,47
DC5,DC4,2022/11/8,362
DC5,DC10,2022/11/8,72
DC7,DC4,2022/11/8,2
DC7,DC5,2022/11/8,187
DC7,DC8,2022/11/8,1649
DC7,DC10,2022/11/8,1615
DC8,DC3,2022/11/8,2
DC8,DC4,2022/11/8,678
DC8,DC5,2022/11/8,4231
DC8,DC10,2022/11/8,31244
DC10,DC3,2022/11/8,1
DC10,DC4,2022/11/8,55905
DC10,DC5,2022/11/8,13660
DC10,DC8,2022/11/8,1185
DC4,DC5,2022/11/9,4
DC4,DC8,2022/11/9,86
DC4,DC10,2022/11/9,25
DC5,DC4,2022/11/9,568
DC5,DC8,2022/11/9,20
DC5,DC10,2022/11/9,302
DC7,DC4,2022/11/9,7
DC7,DC5,2022/11/9,148
DC7,DC8,2022/11/9,2010
DC7,DC10,2022/11/9,511
DC8,DC4,2022/11/9,351
DC8,DC5,2022/11/9,4591
DC8,DC10,2022/11/9,11170
DC10,DC3,2022/11/9,2
DC10,DC4,2022/11/9,43469
DC10,DC5,2022/11/9,15911
DC10,DC8,2022/11/9,1588
DC4,DC5,2022/11/10,596
DC4,DC8,2022/11/10,178
DC4,DC10,2022/11/10,1261
DC5,DC4,2022/11/10,1023
DC5,DC8,2022/11/10,7
DC5,DC10,2022/11/10,238
DC7,DC4,2022/11/10,1
DC7,DC5,2022/11/10,189
DC7,DC8,2022/11/10,1065
DC7,DC10,2022/11/10,801
DC8,DC3,2022/11/10,23
DC8,DC4,2022/11/10,746
DC8,DC5,2022/11/10,15065
DC8,DC10,2022/11/10,12333
DC10,DC3,2022/11/10,5
DC10,DC4,2022/11/10,66795
DC10,DC5,2022/11/10,15269
DC10,DC8,2022/11/10,998
DC4,DC5,2022/11/11,42
DC4,DC8,2022/11/11,366
DC4,DC10,2022/11/11,125
DC5,DC4,2022/11/11,289
DC5,DC8,2022/11/11,22
DC5,DC10,2022/11/11,202
DC7,DC4,2022/11/11,3
DC7,DC5,2022/11/11,180
DC7,DC8,2022/11/11,1500
DC7,DC10,2022/11/11,548
DC8,DC3,2022/11/11,4
DC8,DC4,2022/11/11,891
DC8,DC5,2022/11/11,5283
DC8,DC10,2022/11/11,24124
DC10,DC3,2022/11/11,6
DC10,DC4,2022/11/11,56338
DC10,DC5,2022/11/11,4431
DC10,DC8,2022/11/11,2229
DC4,DC5,2022/11/12,13
DC4,DC8,2022/11/12,139
DC4,DC10,2022/11/12,17
DC5,DC4,2022/11/12,487
DC5,DC8,2022/11/12,260
DC5,DC10,2022/11/12,1023
DC7,DC5,2022/11/12,183
DC7,DC8,2022/11/12,1916
DC7,DC10,2022/11/12,410
DC8,DC3,2022/11/12,9
DC8,DC4,2022/11/12,28
DC8,DC5,2022/11/12,7872
DC8,DC10,2022/11/12,11266
DC10,DC3,2022/11/12,14
DC10,DC4,2022/11/12,44615
DC10,DC5,2022/11/12,4362
DC10,DC8,2022/11/12,27670
DC4,DC5,2022/11/13,6
DC4,DC8,2022/11/13,27330
DC4,DC10,2022/11/13,26
DC5,DC8,2022/11/13,780
DC5,DC10,2022/11/13,185
DC7,DC5,2022/11/13,111
DC7,DC8,2022/11/13,926
DC7,DC10,2022/11/13,280
DC8,DC3,2022/11/13,11
DC8,DC4,2022/11/13,1
DC8,DC5,2022/11/13,4463
DC8,DC10,2022/11/13,16352
DC10,DC3,2022/11/13,6
DC10,DC5,2022/11/13,6402
DC10,DC8,2022/11/13,46408
DC4,DC5,2022/11/14,4
DC4,DC8,2022/11/14,18
DC4,DC10,2022/11/14,8
DC5,DC8,2022/11/14,390
DC5,DC10,2022/11/14,161
DC7,DC4,2022/11/14,2
DC7,DC5,2022/11/14,495
DC7,DC8,2022/11/14,1028
DC7,DC10,2022/11/14,377
DC8,DC3,2022/11/14,12
DC8,DC4,2022/11/14,3
DC8,DC5,2022/11/14,5573
DC8,DC10,2022/11/14,8371
DC10,DC3,2022/11/14,11
DC10,DC5,2022/11/14,7124
DC10,DC8,2022/11/14,52498
DC5,DC8,2022/11/15,896
DC5,DC10,2022/11/15,253
DC7,DC5,2022/11/15,407
DC7,DC8,2022/11/15,1785
DC7,DC10,2022/11/15,809
DC8,DC3,2022/11/15,26
DC8,DC4,2022/11/15,9
DC8,DC5,2022/11/15,16003
DC8,DC10,2022/11/15,22343
DC10,DC3,2022/11/15,14
DC10,DC4,2022/11/15,1
DC10,DC5,2022/11/15,5318
DC10,DC8,2022/11/15,41413
DC5,DC8,2022/11/16,271
DC5,DC10,2022/11/16,170
DC7,DC3,2022/11/16,5
DC7,DC5,2022/11/16,382
DC7,DC8,2022/11/16,1141
DC7,DC10,2022/11/16,1931
DC8,DC3,2022/11/16,23
DC8,DC4,2022/11/16,32
DC8,DC5,2022/11/16,9112
DC8,DC10,2022/11/16,10729
DC10,DC3,2022/11/16,14
DC10,DC5,2022/11/16,7669
DC10,DC8,2022/11/16,48182
DC2,DC8,2022/11/17,2
DC5,DC8,2022/11/17,1004
DC5,DC10,2022/11/17,228
DC7,DC5,2022/11/17,204
DC7,DC8,2022/11/17,1512
DC7,DC10,2022/11/17,894
DC8,DC3,2022/11/17,15
DC8,DC4,2022/11/17,23
DC8,DC5,2022/11/17,7389
DC8,DC9,2022/11/17,1
DC8,DC10,2022/11/17,12791
DC10,DC3,2022/11/17,29
DC10,DC4,2022/11/17,8
DC10,DC5,2022/11/17,4998
DC10,DC8,2022/11/17,35462
DC5,DC8,2022/11/18,485
DC5,DC10,2022/11/18,142
DC7,DC3,2022/11/18,3
DC7,DC5,2022/11/18,349
DC7,DC8,2022/11/18,1526
DC7,DC10,2022/11/18,909
DC8,DC3,2022/11/18,32
DC8,DC4,2022/11/18,25
DC8,DC5,2022/11/18,6928
DC8,DC9,2022/11/18,8
DC8,DC10,2022/11/18,24696
DC10,DC3,2022/11/18,10
DC10,DC4,2022/11/18,3
DC10,DC5,2022/11/18,4717
DC10,DC8,2022/11/18,33549
DC10,DC9,2022/11/18,2
DC5,DC8,2022/11/19,582
DC5,DC10,2022/11/19,134
DC7,DC4,2022/11/19,5
DC7,DC5,2022/11/19,176
DC7,DC8,2022/11/19,1446
DC7,DC10,2022/11/19,815
DC8,DC3,2022/11/19,13
DC8,DC4,2022/11/19,8
DC8,DC5,2022/11/19,4447
DC8,DC9,2022/11/19,1
DC8,DC10,2022/11/19,14518
DC10,DC3,2022/11/19,1
DC10,DC4,2022/11/19,1
DC10,DC5,2022/11/19,2563
DC10,DC8,2022/11/19,23055
DC5,DC8,2022/11/20,622
DC5,DC10,2022/11/20,193
DC7,DC5,2022/11/20,206
DC7,DC8,2022/11/20,1067
DC7,DC10,2022/11/20,925
DC8,DC3,2022/11/20,9
DC8,DC4,2022/11/20,14
DC8,DC5,2022/11/20,5258
DC8,DC10,2022/11/20,9907
DC10,DC3,2022/11/20,6
DC10,DC4,2022/11/20,10
DC10,DC5,2022/11/20,6884
DC10,DC8,2022/11/20,17082
DC10,DC9,2022/11/20,3
DC5,DC8,2022/11/21,271
DC5,DC10,2022/11/21,73
DC7,DC4,2022/11/21,1
DC7,DC5,2022/11/21,197
DC7,DC8,2022/11/21,1460
DC7,DC10,2022/11/21,481
DC8,DC3,2022/11/21,16
DC8,DC4,2022/11/21,53
DC8,DC5,2022/11/21,5276
DC8,DC9,2022/11/21,1
DC8,DC10,2022/11/21,21760
DC10,DC3,2022/11/21,10
DC10,DC4,2022/11/21,64
DC10,DC5,2022/11/21,7695
DC10,DC8,2022/11/21,48061
DC5,DC8,2022/11/22,464
DC5,DC10,2022/11/22,138
DC7,DC4,2022/11/22,3
DC7,DC5,2022/11/22,152
DC7,DC8,2022/11/22,1026
DC7,DC10,2022/11/22,654
DC8,DC3,2022/11/22,5
DC8,DC4,2022/11/22,18
DC8,DC5,2022/11/22,13231
DC8,DC10,2022/11/22,16093
DC10,DC3,2022/11/22,7
DC10,DC4,2022/11/22,51
DC10,DC5,2022/11/22,5801
DC10,DC8,2022/11/22,57645
DC5,DC8,2022/11/23,801
DC5,DC10,2022/11/23,220
DC7,DC5,2022/11/23,116
DC7,DC8,2022/11/23,570
DC7,DC10,2022/11/23,924
DC8,DC3,2022/11/23,23
DC8,DC4,2022/11/23,457
DC8,DC5,2022/11/23,5568
DC8,DC9,2022/11/23,2
DC8,DC10,2022/11/23,12748
DC10,DC3,2022/11/23,13
DC10,DC4,2022/11/23,150
DC10,DC5,2022/11/23,7243
DC10,DC8,2022/11/23,24510
DC5,DC8,2022/11/24,414
DC5,DC10,2022/11/24,95
DC7,DC5,2022/11/24,78
DC7,DC8,2022/11/24,673
DC7,DC10,2022/11/24,523
DC8,DC3,2022/11/24,10
DC8,DC4,2022/11/24,150
DC8,DC5,2022/11/24,7789
DC8,DC9,2022/11/24,2
DC8,DC10,2022/11/24,8643
DC10,DC3,2022/11/24,5
DC10,DC4,2022/11/24,46
DC10,DC5,2022/11/24,4661
DC10,DC8,2022/11/24,31642
DC2,DC8,2022/11/25,1
DC2,DC10,2022/11/25,1
DC5,DC4,2022/11/25,7
DC5,DC8,2022/11/25,541
DC5,DC10,2022/11/25,144
DC7,DC5,2022/11/25,246
DC7,DC8,2022/11/25,858
DC7,DC10,2022/11/25,328
DC8,DC3,2022/11/25,11
DC8,DC4,2022/11/25,159
DC8,DC5,2022/11/25,6073
DC8,DC10,2022/11/25,8849
DC10,DC3,2022/11/25,4
DC10,DC4,2022/11/25,190
DC10,DC5,2022/11/25,6599
DC10,DC8,2022/11/25,28683
DC5,DC4,2022/11/26,219
DC5,DC8,2022/11/26,631
DC5,DC10,2022/11/26,238
DC7,DC4,2022/11/26,39
DC7,DC5,2022/11/26,201
DC7,DC8,2022/11/26,816
DC7,DC10,2022/11/26,717
DC8,DC4,2022/11/26,2052
DC8,DC5,2022/11/26,7483
DC8,DC9,2022/11/26,3
DC8,DC10,2022/11/26,7809
DC10,DC3,2022/11/26,6
DC10,DC4,2022/11/26,29526
DC10,DC5,2022/11/26,3731
DC10,DC8,2022/11/26,14477
DC4,DC8,2022/11/27,4686
DC4,DC10,2022/11/27,6
DC5,DC4,2022/11/27,44
DC5,DC8,2022/11/27,2
DC5,DC10,2022/11/27,48
DC7,DC4,2022/11/27,5
DC7,DC5,2022/11/27,131
DC7,DC8,2022/11/27,593
DC7,DC10,2022/11/27,258
DC8,DC4,2022/11/27,39
DC8,DC5,2022/11/27,7515
DC8,DC10,2022/11/27,6918
DC10,DC4,2022/11/27,15251
DC10,DC5,2022/11/27,2482
DC10,DC8,2022/11/27,3435
DC5,DC4,2022/11/28,57
DC5,DC8,2022/11/28,2
DC5,DC10,2022/11/28,47
DC7,DC4,2022/11/28,3
DC7,DC5,2022/11/28,91
DC7,DC8,2022/11/28,693
DC7,DC10,2022/11/28,461
DC8,DC4,2022/11/28,124
DC8,DC5,2022/11/28,6230
DC8,DC10,2022/11/28,11072
